types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatHeavyMetalRecordLabels,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatIndependentRecordLabels,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatItalianIndependentRecordLabels,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatCompaniesBasedInCampania,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatCompaniesBasedInNaples,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatCompaniesEstablishedIn1996,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatCompaniesOfItaly,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatItalianRecordLabels,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatEntertainmentCompaniesOfItaly,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatRockRecordLabels,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatRecordLabels,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/WikicatRecordLabelsEstablishedIn1996,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Frontiers_Records,Frontiers Music SRL,419,139,1.0,0.0,6,23,"== Music career == | === Mr. Big, 1988–2002; 2009–present ==="
