types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/ShelleyDevoto,shelleydevoto,7,20,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/ShelleyDevoto,shelleydevoto,7,20,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/ShelleyDevoto,shelleydevoto,7,20,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatBritishRockMusicGroups,http://dbpedia.org/resource/ShelleyDevoto,shelleydevoto,7,20,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/ShelleyDevoto,shelleydevoto,7,20,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/ShelleyDevoto,shelleydevoto,7,20,1.0,0.0,0,19,== Discography == | === Albums ===
