types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sound_recording_and_reproduction,Sound Recording,10849,118,0.9873003859517944,0.0128629687780161,0,21,== Career == | === 2003-2010: BLACKsummers'night ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Sound_recording_and_reproduction,Sound Recording,10849,118,0.9873003859517944,0.0128629687780161,0,21,== Career == | === 2003-2010: BLACKsummers'night ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Sound_recording_and_reproduction,Sound Recording,10849,118,0.9873003859517944,0.0128629687780161,0,21,== Career == | === 2003-2010: BLACKsummers'night ===
