types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Crumhorn,krumhorn,126,120,1.0,0.0,0,273,== Works == | === Vocal ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Crumhorn,krumhorn,126,120,1.0,0.0,0,273,== Works == | === Vocal ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Crumhorn,krumhorn,126,120,1.0,0.0,0,273,== Works == | === Vocal ===
