types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Ethnography,ethnographical,3684,125,0.9999999951614312,0.0,10,10,== Career == | === Dawes Act ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Ethnography,ethnographical,3684,125,0.9999999951614312,0.0,10,10,== Career == | === Dawes Act ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Ethnography,ethnographical,3684,125,0.9999999951614312,0.0,10,10,== Career == | === Dawes Act ===
