types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Prime_Minister_of_Canada,prime minister,5508,107,0.8990992960367729,0.0932784174765916,8,27,== Governor General of Canada == | === Legacy ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Prime_Minister_of_Canada,prime minister,5508,107,0.8990992960367729,0.0932784174765916,8,27,== Governor General of Canada == | === Legacy ===
http://dbpedia.org/ontology/OfficeHolder,http://dbpedia.org/resource/Prime_Minister_of_Canada,prime minister,5508,107,0.8990992960367729,0.0932784174765916,8,27,== Governor General of Canada == | === Legacy ===
