types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/WikicatHorse-relatedProfessionsAndProfessionals,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Work100575741,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/WikicatMind–bodyInterventions,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Body107965085,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Care100654885,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Engagement101239064,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/GroupAction101080366,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Intervention101240210,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/MedicalCare100657604,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/OccupationalGroup108403631,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Procedure101023820,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Profession108112096,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Therapy100661091,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/Treatment100658082,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/WikicatEquineTherapies,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
http://dbpedia.org/class/yago/WikicatNeurologyProcedures,http://dbpedia.org/resource/Equine-assisted_therapy,FEEL,108,0,0.917960658173138,0.0860659312538022,5,11,== Music career == | === Solo activities ===
