types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/FootballLeagueSeason,http://dbpedia.org/resource/1965_Formula_One_season,1965 season,57,239,0.9999999999997158,2.519895711765999e-13,2,11,== Formula One career == | === Jordan (2005) ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/1965_Formula_One_season,1965 season,57,239,0.9999999999997158,2.519895711765999e-13,2,11,== Formula One career == | === Jordan (2005) ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/1965_Formula_One_season,1965 season,57,239,0.9999999999997158,2.519895711765999e-13,2,11,== Formula One career == | === Jordan (2005) ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/1965_Formula_One_season,1965 season,57,239,0.9999999999997158,2.519895711765999e-13,2,11,== Formula One career == | === Jordan (2005) ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/1965_Formula_One_season,1965 season,57,239,0.9999999999997158,2.519895711765999e-13,2,11,== Formula One career == | === Jordan (2005) ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/1965_Formula_One_season,1965 season,57,239,0.9999999999997158,2.519895711765999e-13,2,11,== Formula One career == | === Jordan (2005) ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/1965_Formula_One_season,1965 season,57,239,0.9999999999997158,2.519895711765999e-13,2,11,== Formula One career == | === Jordan (2005) ===
http://dbpedia.org/class/yago/Season115239579,http://dbpedia.org/resource/1965_Formula_One_season,1965 season,57,239,0.9999999999997158,2.519895711765999e-13,2,11,== Formula One career == | === Jordan (2005) ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/1965_Formula_One_season,1965 season,57,239,0.9999999999997158,2.519895711765999e-13,2,11,== Formula One career == | === Jordan (2005) ===
http://dbpedia.org/class/yago/WikicatFormulaOneSeasons,http://dbpedia.org/resource/1965_Formula_One_season,1965 season,57,239,0.9999999999997158,2.519895711765999e-13,2,11,== Formula One career == | === Jordan (2005) ===
