types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/Section108648322,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/Vicinity108641113,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://dbpedia.org/class/yago/WikicatNeighborhoodsOfYokohama,http://dbpedia.org/resource/Hiyoshi,Hiyoshi,24,30,0.9999975350775512,7.428193810056502e-07,0,23,== Filmography == | === Films ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
http://dbpedia.org/class/yago/WikicatPeopleOfHeian-periodJapan,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Taira_no_Shigemori,Shigemori,53,40,1.0,0.0,0,60,== Filmography == | === Television ===
