types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatCopyrightCollectionSocieties,http://dbpedia.org/resource/Performance_rights_organisation,PRO,90,91,0.8748973598014104,0.1140126575175135,8,6,== Musical career == | === Prism ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Performance_rights_organisation,PRO,90,91,0.8748973598014104,0.1140126575175135,8,6,== Musical career == | === Prism ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Performance_rights_organisation,PRO,90,91,0.8748973598014104,0.1140126575175135,8,6,== Musical career == | === Prism ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Performance_rights_organisation,PRO,90,91,0.8748973598014104,0.1140126575175135,8,6,== Musical career == | === Prism ===
http://dbpedia.org/class/yago/Society107966140,http://dbpedia.org/resource/Performance_rights_organisation,PRO,90,91,0.8748973598014104,0.1140126575175135,8,6,== Musical career == | === Prism ===
