types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mutiny,mutinied,1794,51,0.9917300652456976,0.0063867528008848,4,48,== Republic of China with multiple governments == | === Beiyang government ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Mutiny,mutinied,1794,51,0.9917300652456976,0.0063867528008848,4,48,== Republic of China with multiple governments == | === Beiyang government ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Mutiny,mutinied,1794,51,0.9917300652456976,0.0063867528008848,4,48,== Republic of China with multiple governments == | === Beiyang government ===
