types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Classics,Ancient Classics,5129,19,0.9999999999999716,0.0,5,23,== Works == | === De arithmetica ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Classics,Ancient Classics,5129,19,0.9999999999999716,0.0,5,23,== Works == | === De arithmetica ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Classics,Ancient Classics,5129,19,0.9999999999999716,0.0,5,23,== Works == | === De arithmetica ===
