types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Emperor_of_Ethiopia,Ethiopian emperors,1254,149,1.0,0.0,2,20,== Career == | === 2018–2019: Reflection ===
http://dbpedia.org/class/yago/Monarchy108363812,http://dbpedia.org/resource/Emperor_of_Ethiopia,Ethiopian emperors,1254,149,1.0,0.0,2,20,== Career == | === 2018–2019: Reflection ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Emperor_of_Ethiopia,Ethiopian emperors,1254,149,1.0,0.0,2,20,== Career == | === 2018–2019: Reflection ===
http://dbpedia.org/class/yago/Autocracy108361001,http://dbpedia.org/resource/Emperor_of_Ethiopia,Ethiopian emperors,1254,149,1.0,0.0,2,20,== Career == | === 2018–2019: Reflection ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Emperor_of_Ethiopia,Ethiopian emperors,1254,149,1.0,0.0,2,20,== Career == | === 2018–2019: Reflection ===
http://dbpedia.org/ontology/Saint,http://dbpedia.org/resource/Emperor_of_Ethiopia,Ethiopian emperors,1254,149,1.0,0.0,2,20,== Career == | === 2018–2019: Reflection ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Emperor_of_Ethiopia,Ethiopian emperors,1254,149,1.0,0.0,2,20,== Career == | === 2018–2019: Reflection ===
http://dbpedia.org/class/yago/PoliticalSystem108367880,http://dbpedia.org/resource/Emperor_of_Ethiopia,Ethiopian emperors,1254,149,1.0,0.0,2,20,== Career == | === 2018–2019: Reflection ===
