types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Romanticism,Romantic artists,6788,87,1.0,0.0,1,35,== Works == | === Poetry ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Romanticism,Romantic artists,6788,87,1.0,0.0,1,35,== Works == | === Poetry ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Romanticism,Romantic artists,6788,87,1.0,0.0,1,35,== Works == | === Poetry ===
