types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/WikicatChristianGenres,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/WritingStyle107092158,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/WikicatLiteraryGenres,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/WikicatLiteraryTechniques,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/WikicatReligiousTexts,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/SacredText106429590,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/Pseudepigrapha,pseudepigraphal,514,183,0.9999999999999716,0.0,1,55,== Attributed discoveries == | === In astronomy ===
