types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://xmlns.com/foaf/0.1/Person,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://www.wikidata.org/entity/Q19088,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://www.wikidata.org/entity/Q215627,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://www.wikidata.org/entity/Q5,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://www.wikidata.org/entity/Q729,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatBandleaders,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Animal,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Species,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatCubanComposers,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatCubanMusicians,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatCubanPianists,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatCubanSongwriters,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://schema.org/Person,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatWorldMusicMusicians,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatPeopleFromHavana,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Bandleader109837201,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/César_Pedroso,Pupy,14,5,0.9341148138874212,0.0,0,53,== Discography == | === Collaborations ===
