types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Plains_Indians,Plains Indian,1111,224,0.9999999999985788,0.0,2,12,== Prose works == | === Early career ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Plains_Indians,Plains Indian,1111,224,0.9999999999985788,0.0,2,12,== Prose works == | === Early career ===
http://dbpedia.org/ontology/EthnicGroup,http://dbpedia.org/resource/Plains_Indians,Plains Indian,1111,224,0.9999999999985788,0.0,2,12,== Prose works == | === Early career ===
http://dbpedia.org/class/yago/WikicatIndigenousPeoplesOfNorthAmerica,http://dbpedia.org/resource/Plains_Indians,Plains Indian,1111,224,0.9999999999985788,0.0,2,12,== Prose works == | === Early career ===
http://dbpedia.org/class/yago/WikicatPlainsTribes,http://dbpedia.org/resource/Plains_Indians,Plains Indian,1111,224,0.9999999999985788,0.0,2,12,== Prose works == | === Early career ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Plains_Indians,Plains Indian,1111,224,0.9999999999985788,0.0,2,12,== Prose works == | === Early career ===
http://dbpedia.org/class/yago/Tribe108372411,http://dbpedia.org/resource/Plains_Indians,Plains Indian,1111,224,0.9999999999985788,0.0,2,12,== Prose works == | === Early career ===
http://dbpedia.org/class/yago/People107942152,http://dbpedia.org/resource/Plains_Indians,Plains Indian,1111,224,0.9999999999985788,0.0,2,12,== Prose works == | === Early career ===
