types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/ontology/Aircraft,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatSailplanes,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Aircraft102686568,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Airplane102691156,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Car102958343,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Container103094503,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Craft103125870,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Glider103439814,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Heavier-than-airCraft103510583,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/MotorVehicle103791235,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Plaything103964744,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Self-propelledVehicle104170037,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Vehicle104524313,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WheeledVehicle104576211,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatPaperPlanes,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatPaperToys,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatPaperVehicles,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatToyCarsAndTrucks,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatToyVehicles,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatToys,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatTraditionalToys,http://dbpedia.org/resource/Paper_plane,paper plane,89,182,0.9999999998441352,0.0,1,16,== Personal life == | === Tattoos ===
