types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/class/yago/Road104096066,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/class/yago/Street104334599,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/class/yago/Thoroughfare104426618,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/class/yago/Way104564698,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/class/yago/WikicatStreetsByType,http://dbpedia.org/resource/Kucheh,kuche,6,4,0.999765951134648,0.0,0,23,== Works == | === Poetry ===
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Kaliyan,kaliyan,162,34,0.9999999999891144,1.000806524193368e-11,0,29,== Works == | === Poetry ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatHeadsOfStateOfIran,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatPeopleOfIranianDescent,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://umbel.org/umbel/rc/Monarch_HeadOfState,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://umbel.org/umbel/rc/PersonWithOccupation,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/HeadOfState110164747,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Negotiator110351874,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Representative110522035,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Ruler110541229,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Sovereign110628644,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Sultan110674315,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Wikicat10th-centuryRulersInAsia,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Wikicat11th-centuryRulers,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/Wikicat11th-centuryRulersInAsia,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatGhaznavidRulers,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatSultans,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatTurkicRulers,http://dbpedia.org/resource/Mahmud_of_Ghazni,Mahmood,990,0,0.9999777849992024,2.153620763911575e-05,0,38,== Works == | === Books ===
