types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPeterPanCharacters,http://dbpedia.org/resource/Characters_of_Peter_Pan,George Darling,236,132,1.0,2.5315390098746402e-17,1,46,== Life and career == | ===== Peter Pan =====
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Characters_of_Peter_Pan,George Darling,236,132,1.0,2.5315390098746402e-17,1,46,== Life and career == | ===== Peter Pan =====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Characters_of_Peter_Pan,George Darling,236,132,1.0,2.5315390098746402e-17,1,46,== Life and career == | ===== Peter Pan =====
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Characters_of_Peter_Pan,George Darling,236,132,1.0,2.5315390098746402e-17,1,46,== Life and career == | ===== Peter Pan =====
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Characters_of_Peter_Pan,George Darling,236,132,1.0,2.5315390098746402e-17,1,46,== Life and career == | ===== Peter Pan =====
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Characters_of_Peter_Pan,George Darling,236,132,1.0,2.5315390098746402e-17,1,46,== Life and career == | ===== Peter Pan =====
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Characters_of_Peter_Pan,George Darling,236,132,1.0,2.5315390098746402e-17,1,46,== Life and career == | ===== Peter Pan =====
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Characters_of_Peter_Pan,George Darling,236,132,1.0,2.5315390098746402e-17,1,46,== Life and career == | ===== Peter Pan =====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Characters_of_Peter_Pan,George Darling,236,132,1.0,2.5315390098746402e-17,1,46,== Life and career == | ===== Peter Pan =====
http://dbpedia.org/class/yago/WikicatOnceUponATime(TVSeries)Characters,http://dbpedia.org/resource/Characters_of_Peter_Pan,George Darling,236,132,1.0,2.5315390098746402e-17,1,46,== Life and career == | ===== Peter Pan =====
