types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatConcertTours,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInAustralia,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatRecurringEventsEstablishedIn1992,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatRockFestivalsInAustralia,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Journey100306426,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Motion100279835,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Tour100310666,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Travel100295701,http://dbpedia.org/resource/Groovin'_the_Moo,The Plot,63,0,0.9362924218222451,0.0320195548539856,0,90,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanJazzVibraphonists,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanMusicians,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzVibraphonists,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatPeopleWithMultipleSclerosis,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatLatinJazzMusicians,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatSalsaMusicians,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/JazzMusician110220486,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Bobby_Paunetto,Bobby Paunetto,9,45,1.0,0.0,0,98,== Discography == | === As sideman ===
