types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/WikicatABS-CBNShows,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/WikicatPhilippineTelevisionSketchShows,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Beginning100235435,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Ending106308765,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Entertainment100429048,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Introduction100238022,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Morpheme106306233,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Show100520257,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Wikicat1986PhilippineTelevisionSeriesDebuts,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Wikicat1991PhilippineTelevisionSeriesEndings,http://dbpedia.org/resource/Goin'_Bananas_(TV_series),Goin' Bananas,19,0,0.9730458221022036,0.0277008310249307,0,15,== Filmography == | === Television roles ===
http://dbpedia.org/ontology/ComicStrip,http://dbpedia.org/resource/Pugad_Baboy,Pugad Baboy,160,10,1.0,0.0,0,18,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/WikicatPhilippineComicStrips,http://dbpedia.org/resource/Pugad_Baboy,Pugad Baboy,160,10,1.0,0.0,0,18,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/WikicatComicStripsStartedInThe1980s,http://dbpedia.org/resource/Pugad_Baboy,Pugad Baboy,160,10,1.0,0.0,0,18,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Wit106776138,http://dbpedia.org/resource/Pugad_Baboy,Pugad Baboy,160,10,1.0,0.0,0,18,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Pugad_Baboy,Pugad Baboy,160,10,1.0,0.0,0,18,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Cartoon106780678,http://dbpedia.org/resource/Pugad_Baboy,Pugad Baboy,160,10,1.0,0.0,0,18,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/ComicStrip107003352,http://dbpedia.org/resource/Pugad_Baboy,Pugad Baboy,160,10,1.0,0.0,0,18,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Pugad_Baboy,Pugad Baboy,160,10,1.0,0.0,0,18,== Filmography == | === Television roles ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Pugad_Baboy,Pugad Baboy,160,10,1.0,0.0,0,18,== Filmography == | === Television roles ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/WikicatABS-CBNShows,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/WikicatPhilippineTelevisionSitcoms,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/WritingStyle107092158,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Beginning100235435,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Comedy107015510,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Drama106376154,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Entertainment100429048,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Introduction100238022,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Show100520257,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/SituationComedy107017733,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
http://dbpedia.org/class/yago/Wikicat2014PhilippineTelevisionSeriesDebuts,http://dbpedia.org/resource/Home_Sweetie_Home,Home Sweetie Home,38,0,1.0,0.0,0,45,== Filmography == | === Television credits ===
