types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/WikicatConceptAlbums,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/WikicatWorksByWilliamS.Burroughs,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/WikicatMusicals,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/WikicatRockOperas,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Album106591815,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/ConceptAlbum106592078,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/EndProduct103287178,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Musical107019172,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Oeuvre103841417,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Play107018931,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/RockOpera106592281,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/Wikicat1990Musicals,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
http://dbpedia.org/class/yago/WikicatOff-BroadwayMusicals,http://dbpedia.org/resource/The_Black_Rider,Black Rider,55,29,0.9999999785709976,1.1047292850024406e-08,0,32,== Videography == | === As actor ===
