types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Chewing_gum,sugarless gum,668,83,1.0,0.0,0,10,== Biography == | === Aftermath ===
http://dbpedia.org/ontology/ChemicalCompound,http://dbpedia.org/resource/Chewing_gum,sugarless gum,668,83,1.0,0.0,0,10,== Biography == | === Aftermath ===
http://dbpedia.org/ontology/Food,http://dbpedia.org/resource/Chewing_gum,sugarless gum,668,83,1.0,0.0,0,10,== Biography == | === Aftermath ===
