types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatDoors,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Barrier102796623,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Door103221720,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/MovableBarrier103795580,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Obstruction103839993,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Trapdoor,Trapdoor,237,16,0.999972883637489,2.433634856986441e-05,0,22,== Discography == | === Singles ===
