types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/WikicatWriters,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/WikicatMedievalLatin-languageWriters,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/WikicatMedievalPoets,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/WikicatMiddleEnglishPoets,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/Poet110444194,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/Wikicat14th-centuryEnglishPeople,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/Wikicat14th-centuryEnglishWriters,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/Wikicat14th-centuryPoets,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/WikicatEnglishPeople,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
http://dbpedia.org/class/yago/WikicatEnglishPoets,http://dbpedia.org/resource/John_Gower,Gower,207,37,0.9993872537293176,0.0005943663554589115,0,10,== Career == | === Acting ===
