types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Naval_aviation,Naval aviation,1483,29,0.999999999999858,0.0,3,19,== Post-NASA career == | === Writing career ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Naval_aviation,Naval aviation,1483,29,0.999999999999858,0.0,3,19,== Post-NASA career == | === Writing career ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Naval_aviation,Naval aviation,1483,29,0.999999999999858,0.0,3,19,== Post-NASA career == | === Writing career ===
