types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sentimentality,sentimental,168,76,0.9145409795506056,0.0835137247127369,1,39,== Artistry == | ==== 1968—1974 ====
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Sentimentality,sentimental,168,76,0.9145409795506056,0.0835137247127369,1,39,== Artistry == | ==== 1968—1974 ====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Sentimentality,sentimental,168,76,0.9145409795506056,0.0835137247127369,1,39,== Artistry == | ==== 1968—1974 ====
