types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Jeju_Island,Jeju,1528,83,0.7536575096683904,0.1987186382735372,4,21,== Image and artistry == | === Endorsements ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Jeju_Island,Jeju,1528,83,0.7536575096683904,0.1987186382735372,4,21,== Image and artistry == | === Endorsements ===
http://dbpedia.org/ontology/City,http://dbpedia.org/resource/Jeju_Island,Jeju,1528,83,0.7536575096683904,0.1987186382735372,4,21,== Image and artistry == | === Endorsements ===
