types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Acoustic_guitar,guitar,10415,163,0.9984196972668,0.001546676446656,3,7,== Career == | === 1960s ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Acoustic_guitar,guitar,10415,163,0.9984196972668,0.001546676446656,3,7,== Career == | === 1960s ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Acoustic_guitar,guitar,10415,163,0.9984196972668,0.001546676446656,3,7,== Career == | === 1960s ===
