types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Collection107951464,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Galaxy108270938,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Monk110112129,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Race107472657,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Religious110518602,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/ReligiousPerson109628382,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/WikicatFictionalBuddhistMonks,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/WikicatFictionalGalaxies,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
http://dbpedia.org/class/yago/WikicatStargateRaces,http://dbpedia.org/resource/Mythology_of_Stargate,dakara,1931,6,0.9999998367467944,0.0,0,59,== Discography == | ==== Singles ====
