types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Soft_drink,Sodapop,2199,177,0.9999999999999716,0.0,1,8,== Life and career == | === 2009: Exposed ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Soft_drink,Sodapop,2199,177,0.9999999999999716,0.0,1,8,== Life and career == | === 2009: Exposed ===
http://dbpedia.org/ontology/Beverage,http://dbpedia.org/resource/Soft_drink,Sodapop,2199,177,0.9999999999999716,0.0,1,8,== Life and career == | === 2009: Exposed ===
