types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArtsFestivalsInTheUnitedStates,http://dbpedia.org/resource/The_Big_Up_Festival,The Big Up Festival,7,116,1.0,0.0,0,25,== Personal and family == | === Children ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/The_Big_Up_Festival,The Big Up Festival,7,116,1.0,0.0,0,25,== Personal and family == | === Children ===
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/The_Big_Up_Festival,The Big Up Festival,7,116,1.0,0.0,0,25,== Personal and family == | === Children ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Big_Up_Festival,The Big Up Festival,7,116,1.0,0.0,0,25,== Personal and family == | === Children ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/The_Big_Up_Festival,The Big Up Festival,7,116,1.0,0.0,0,25,== Personal and family == | === Children ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/The_Big_Up_Festival,The Big Up Festival,7,116,1.0,0.0,0,25,== Personal and family == | === Children ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/The_Big_Up_Festival,The Big Up Festival,7,116,1.0,0.0,0,25,== Personal and family == | === Children ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/The_Big_Up_Festival,The Big Up Festival,7,116,1.0,0.0,0,25,== Personal and family == | === Children ===
