types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Award,http://dbpedia.org/resource/Prism_Prize,Prism Prize,98,11,1.0,0.0,1,19,== Career == | === Other activities ===
http://dbpedia.org/class/yago/WikicatCanadianMusicAwards,http://dbpedia.org/resource/Prism_Prize,Prism Prize,98,11,1.0,0.0,1,19,== Career == | === Other activities ===
http://dbpedia.org/class/yago/WikicatMusicVideoAwards,http://dbpedia.org/resource/Prism_Prize,Prism Prize,98,11,1.0,0.0,1,19,== Career == | === Other activities ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Prism_Prize,Prism Prize,98,11,1.0,0.0,1,19,== Career == | === Other activities ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Prism_Prize,Prism Prize,98,11,1.0,0.0,1,19,== Career == | === Other activities ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Prism_Prize,Prism Prize,98,11,1.0,0.0,1,19,== Career == | === Other activities ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Prism_Prize,Prism Prize,98,11,1.0,0.0,1,19,== Career == | === Other activities ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Prism_Prize,Prism Prize,98,11,1.0,0.0,1,19,== Career == | === Other activities ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Seth_A._Smith,Seth Smith,10,37,0.9999995775353948,4.224633124487847e-07,1,20,== Career == | === Other activities ===
