types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Convergence_Festival,Convergence festival,3,191,0.9999936247023988,0.0,0,17,== Career == | ==== 2000s ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Convergence_Festival,Convergence festival,3,191,0.9999936247023988,0.0,0,17,== Career == | ==== 2000s ====
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Convergence_Festival,Convergence festival,3,191,0.9999936247023988,0.0,0,17,== Career == | ==== 2000s ====
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Convergence_Festival,Convergence festival,3,191,0.9999936247023988,0.0,0,17,== Career == | ==== 2000s ====
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Convergence_Festival,Convergence festival,3,191,0.9999936247023988,0.0,0,17,== Career == | ==== 2000s ====
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Convergence_Festival,Convergence festival,3,191,0.9999936247023988,0.0,0,17,== Career == | ==== 2000s ====
http://dbpedia.org/class/yago/WikicatFestivalsInIreland,http://dbpedia.org/resource/Convergence_Festival,Convergence festival,3,191,0.9999936247023988,0.0,0,17,== Career == | ==== 2000s ====
