types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Dentistry,dentist,2742,156,0.9983465991249876,0.0016561184680796,3,24,== Career == | ==== 1980s ====
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Dentistry,dentist,2742,156,0.9983465991249876,0.0016561184680796,3,24,== Career == | ==== 1980s ====
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Dentistry,dentist,2742,156,0.9983465991249876,0.0016561184680796,3,24,== Career == | ==== 1980s ====
