types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Decibel,Bel,2076,74,0.5403421375677032,0.5395851963696043,0,44,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Decibel,Bel,2076,74,0.5403421375677032,0.5395851963696043,0,44,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Decibel,Bel,2076,74,0.5403421375677032,0.5395851963696043,0,44,== Discography == | === As sideman ===
