types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Julie_Andrews_Show,The Julie Andrews Show,5,76,1.0,0.0,7,17,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/The_Julie_Andrews_Show,The Julie Andrews Show,5,76,1.0,0.0,7,17,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Offer107164546,http://dbpedia.org/resource/The_Julie_Andrews_Show,The Julie Andrews Show,5,76,1.0,0.0,7,17,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Julie_Andrews_Show,The Julie Andrews Show,5,76,1.0,0.0,7,17,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/The_Julie_Andrews_Show,The Julie Andrews Show,5,76,1.0,0.0,7,17,== Career == | === 1960s ===
http://dbpedia.org/class/yago/WikicatNBCTelevisionSpecials,http://dbpedia.org/resource/The_Julie_Andrews_Show,The Julie Andrews Show,5,76,1.0,0.0,7,17,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Special107166851,http://dbpedia.org/resource/The_Julie_Andrews_Show,The Julie Andrews Show,5,76,1.0,0.0,7,17,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Wikicat1960sAmericanTelevisionSpecials,http://dbpedia.org/resource/The_Julie_Andrews_Show,The Julie Andrews Show,5,76,1.0,0.0,7,17,== Career == | === 1960s ===
http://dbpedia.org/class/yago/Wikicat1965TelevisionSpecials,http://dbpedia.org/resource/The_Julie_Andrews_Show,The Julie Andrews Show,5,76,1.0,0.0,7,17,== Career == | === 1960s ===
