types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Upholstery,Upholstery,483,78,0.9999999970479508,0.0,4,44,== Personal life == | === Eccentricity ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Upholstery,Upholstery,483,78,0.9999999970479508,0.0,4,44,== Personal life == | === Eccentricity ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Upholstery,Upholstery,483,78,0.9999999970479508,0.0,4,44,== Personal life == | === Eccentricity ===
