types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Music_lesson,Music lesson,42,10,1.0,0.0,1,6,== Biography == | === Early life ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Music_lesson,Music lesson,42,10,1.0,0.0,1,6,== Biography == | === Early life ===
http://dbpedia.org/ontology/ProgrammingLanguage,http://dbpedia.org/resource/Music_lesson,Music lesson,42,10,1.0,0.0,1,6,== Biography == | === Early life ===
