types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/WikicatPublicationsDisestablishedIn1916,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/ontology/Newspaper,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/WikicatDefunctNewspapersOfFrance,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/WikicatPublicationsEstablishedIn1897,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/WikicatSocialistNewspapers,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Newspaper106267145,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Press106263369,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/PrintMedia106263609,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/WikicatFrench-languageNewspapers,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
http://dbpedia.org/class/yago/WikicatNewspapersPublishedInFrance,http://dbpedia.org/resource/L'Aurore,l'aurore,78,21,0.9999999999998151,0.0,0,58,== Music == | === Singles ===
