types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatArchipelagoes,http://dbpedia.org/resource/Klippe,Klippe,43,106,0.9999999999997158,0.0,0,7,== Notable projects: 1987 to present == | === Leader ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Klippe,Klippe,43,106,0.9999999999997158,0.0,0,7,== Notable projects: 1987 to present == | === Leader ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Klippe,Klippe,43,106,0.9999999999997158,0.0,0,7,== Notable projects: 1987 to present == | === Leader ===
http://dbpedia.org/class/yago/Archipelago109203827,http://dbpedia.org/resource/Klippe,Klippe,43,106,0.9999999999997158,0.0,0,7,== Notable projects: 1987 to present == | === Leader ===
http://dbpedia.org/class/yago/Land109334396,http://dbpedia.org/resource/Klippe,Klippe,43,106,0.9999999999997158,0.0,0,7,== Notable projects: 1987 to present == | === Leader ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Klippe,Klippe,43,106,0.9999999999997158,0.0,0,7,== Notable projects: 1987 to present == | === Leader ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Klippe,Klippe,43,106,0.9999999999997158,0.0,0,7,== Notable projects: 1987 to present == | === Leader ===
