types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Ethnography,ethnographic method,3684,88,1.0,0.0,0,12,== Academia == | === Cambridge ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Ethnography,ethnographic method,3684,88,1.0,0.0,0,12,== Academia == | === Cambridge ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Ethnography,ethnographic method,3684,88,1.0,0.0,0,12,== Academia == | === Cambridge ===
