types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Thomasville_Furniture_Industries,Thomasville,31,110,0.9994124595922648,0.00044335739868616017,0,3,== Biography == | === Family ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Cape_Town_Opera,Cape Town Opera,36,67,1.0,0.0,4,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/MusicalOrganization108246613,http://dbpedia.org/resource/Cape_Town_Opera,Cape Town Opera,36,67,1.0,0.0,4,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/OperaCompany108187370,http://dbpedia.org/resource/Cape_Town_Opera,Cape Town Opera,36,67,1.0,0.0,4,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Cape_Town_Opera,Cape Town Opera,36,67,1.0,0.0,4,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Cape_Town_Opera,Cape Town Opera,36,67,1.0,0.0,4,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/WikicatSouthAfricanOperaCompanies,http://dbpedia.org/resource/Cape_Town_Opera,Cape Town Opera,36,67,1.0,0.0,4,7,== Biography == | === Professional ===
http://dbpedia.org/ontology/FootballLeagueSeason,http://dbpedia.org/resource/1991_NFL_season,1991 season,414,16,0.5230814921140314,0.2740088464931089,7,7,== Biography == | === Professional ===
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/resource/1991_NFL_season,1991 season,414,16,0.5230814921140314,0.2740088464931089,7,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/WikicatNationalFootballLeagueSeasons,http://dbpedia.org/resource/1991_NFL_season,1991 season,414,16,0.5230814921140314,0.2740088464931089,7,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/1991_NFL_season,1991 season,414,16,0.5230814921140314,0.2740088464931089,7,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/1991_NFL_season,1991 season,414,16,0.5230814921140314,0.2740088464931089,7,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/1991_NFL_season,1991 season,414,16,0.5230814921140314,0.2740088464931089,7,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Season115239579,http://dbpedia.org/resource/1991_NFL_season,1991 season,414,16,0.5230814921140314,0.2740088464931089,7,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/1991_NFL_season,1991 season,414,16,0.5230814921140314,0.2740088464931089,7,7,== Biography == | === Professional ===
http://dbpedia.org/class/yago/WikicatPlayingCards,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/ontology/NationalFootballLeagueSeason,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Card102962545,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Material114580897,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Paper114974264,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/class/yago/PlayingCard103963982,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
http://dbpedia.org/class/yago/Substance100019613,http://dbpedia.org/resource/Queen_of_spades,Pique Dame,37,214,0.9999999999988064,1.171277703157687e-12,0,8,== Biography == | === Professional ===
