types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAustrianStylesOfMusic,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/WikicatPolkaGenres,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Dancing100428270,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Discipline105996646,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/FolkDancing100537682,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/HumanisticDiscipline106153846,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/KnowledgeDomain105999266,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Manner104928903,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/PerformingArts106157326,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/Property104916342,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/SocialDancing100532110,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
http://dbpedia.org/class/yago/WikicatFolkDances,http://dbpedia.org/resource/Polka-mazurka,polka mazur,27,13,0.9999999999903936,0.0,0,29,== Major works == | === Dance music ===
