types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/WikicatCoinsOfTheUnitedStates,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/WikicatLibertySymbols,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/WikicatUnitedStatesDollarCoins,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/WikicatUnitedStatesSilverCoins,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Coin113388245,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Coinage113387877,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Currency113385913,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/MediumOfExchange113372961,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/Seated_Liberty_dollar,silver dollars,70,177,0.5251667523650799,0.6137987697300141,0,30,== Biography == | === Later career ===
