types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/WikicatPrehistoricReptilesOfNorthAmerica,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/WikicatPterosaurs,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/WikicatCretaceousPterosaurs,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/WikicatCretaceousReptiles,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/WikicatLateCretaceousPterosaurs,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/Animal100015388,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/Archosaur101695681,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/Chordate101466257,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/Diapsid101661818,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/Pterosaur101722998,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/Reptile101661091,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/Vertebrate101471682,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Pteranodon,Ptera,722,16,0.9988184585636412,0.0,0,10,== Discography == | === Extended plays ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Argon,Argon,1730,5,0.9999558547918966,4.2244334727252e-05,0,14,== Discography == | === Extended plays ===
http://dbpedia.org/ontology/SoccerClub,http://dbpedia.org/resource/Argon,Argon,1730,5,0.9999558547918966,4.2244334727252e-05,0,14,== Discography == | === Extended plays ===
