types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatLegoThemes,http://dbpedia.org/resource/Lego_Technic,Technics,90,0,0.9999941902516352,5.778162090000234e-06,0,34,== Equipment == | === Electronics ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Lego_Technic,Technics,90,0,0.9999941902516352,5.778162090000234e-06,0,34,== Equipment == | === Electronics ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Lego_Technic,Technics,90,0,0.9999941902516352,5.778162090000234e-06,0,34,== Equipment == | === Electronics ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Lego_Technic,Technics,90,0,0.9999941902516352,5.778162090000234e-06,0,34,== Equipment == | === Electronics ===
http://dbpedia.org/class/yago/Subject106599788,http://dbpedia.org/resource/Lego_Technic,Technics,90,0,0.9999941902516352,5.778162090000234e-06,0,34,== Equipment == | === Electronics ===
