types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatChineseMathematicians,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/Mathematician110301261,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/Scientist110560637,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Chinese_mathematics,mathematician,159,203,0.7708015547162292,0.2935465174860726,5,9,== Life == | === Official career ===
