types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/MilitaryRank114431471,http://dbpedia.org/resource/Junior_commissioned_officer,Naib Subedar,200,14,1.0,0.0,0,111,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Junior_commissioned_officer,Naib Subedar,200,14,1.0,0.0,0,111,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Junior_commissioned_officer,Naib Subedar,200,14,1.0,0.0,0,111,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatMilitaryRanksOfIndia,http://dbpedia.org/resource/Junior_commissioned_officer,Naib Subedar,200,14,1.0,0.0,0,111,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatMilitaryRanksOfPakistan,http://dbpedia.org/resource/Junior_commissioned_officer,Naib Subedar,200,14,1.0,0.0,0,111,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Junior_commissioned_officer,Naib Subedar,200,14,1.0,0.0,0,111,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Status113945919,http://dbpedia.org/resource/Junior_commissioned_officer,Naib Subedar,200,14,1.0,0.0,0,111,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Rank114429985,http://dbpedia.org/resource/Junior_commissioned_officer,Naib Subedar,200,14,1.0,0.0,0,111,== Filmography == | === Video games ===
