types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Nuclear_magnetic_resonance,resonance,2039,120,0.5939795257811333,0.6058050963506617,3,37,== Career == | === Musical style ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Nuclear_magnetic_resonance,resonance,2039,120,0.5939795257811333,0.6058050963506617,3,37,== Career == | === Musical style ===
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Nuclear_magnetic_resonance,resonance,2039,120,0.5939795257811333,0.6058050963506617,3,37,== Career == | === Musical style ===
