types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tempo,molto agitato,8842,43,1.0,0.0,0,59,== List of musical works == | === Orchestral ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Tempo,molto agitato,8842,43,1.0,0.0,0,59,== List of musical works == | === Orchestral ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Tempo,molto agitato,8842,43,1.0,0.0,0,59,== List of musical works == | === Orchestral ===
