types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Whistleblower,Whistleblower,2431,203,0.9999999999544116,2.185214051960502e-11,1,17,== Career == | === Unmake EP ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Whistleblower,Whistleblower,2431,203,0.9999999999544116,2.185214051960502e-11,1,17,== Career == | === Unmake EP ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Whistleblower,Whistleblower,2431,203,0.9999999999544116,2.185214051960502e-11,1,17,== Career == | === Unmake EP ===
