types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Sundering_of_the_Elves,Nandor,333,14,1.0,0.0,1,78,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Sundering_of_the_Elves,Nandor,333,14,1.0,0.0,1,78,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/EthnicGroup,http://dbpedia.org/resource/Sundering_of_the_Elves,Nandor,333,14,1.0,0.0,1,78,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatMiddle-earthEvents,http://dbpedia.org/resource/Sundering_of_the_Elves,Nandor,333,14,1.0,0.0,1,78,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Sundering_of_the_Elves,Nandor,333,14,1.0,0.0,1,78,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Sundering_of_the_Elves,Nandor,333,14,1.0,0.0,1,78,== Discography == | === Collaborations ===
