types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/String_orchestra,strings,630,97,0.9138496454874232,0.0612607271863073,1,39,== Works == | === Symphonic works ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/String_orchestra,strings,630,97,0.9138496454874232,0.0612607271863073,1,39,== Works == | === Symphonic works ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/String_orchestra,strings,630,97,0.9138496454874232,0.0612607271863073,1,39,== Works == | === Symphonic works ===
