types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAdvocacyGroups,http://dbpedia.org/resource/Save_Darfur_Coalition,Save Darfur Coalition,53,91,1.0,0.0,0,17,== Career == | === 2000s ===
http://dbpedia.org/class/yago/WikicatAdvocacyGroupsInTheUnitedStates,http://dbpedia.org/resource/Save_Darfur_Coalition,Save Darfur Coalition,53,91,1.0,0.0,0,17,== Career == | === 2000s ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Save_Darfur_Coalition,Save Darfur Coalition,53,91,1.0,0.0,0,17,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Save_Darfur_Coalition,Save Darfur Coalition,53,91,1.0,0.0,0,17,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Save_Darfur_Coalition,Save Darfur Coalition,53,91,1.0,0.0,0,17,== Career == | === 2000s ===
