types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Black_market,black economy,1978,281,1.0,0.0,8,17,== Biography == | === Personal life ===
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Black_market,black economy,1978,281,1.0,0.0,8,17,== Biography == | === Personal life ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Black_market,black economy,1978,281,1.0,0.0,8,17,== Biography == | === Personal life ===
