types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Chuck_Taylor_All-Stars,Converse All-Star,122,32,0.9999999999926104,0.0,2,40,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Chuck_Taylor_All-Stars,Converse All-Star,122,32,0.9999999999926104,0.0,2,40,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Name106333653,http://dbpedia.org/resource/Chuck_Taylor_All-Stars,Converse All-Star,122,32,0.9999999999926104,0.0,2,40,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Chuck_Taylor_All-Stars,Converse All-Star,122,32,0.9999999999926104,0.0,2,40,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatNikeBrands,http://dbpedia.org/resource/Chuck_Taylor_All-Stars,Converse All-Star,122,32,0.9999999999926104,0.0,2,40,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/TradeName106845599,http://dbpedia.org/resource/Chuck_Taylor_All-Stars,Converse All-Star,122,32,0.9999999999926104,0.0,2,40,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Chuck_Taylor_All-Stars,Converse All-Star,122,32,0.9999999999926104,0.0,2,40,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Chuck_Taylor_All-Stars,Converse All-Star,122,32,0.9999999999926104,0.0,2,40,== Personal life == | === Tattoos ===
http://dbpedia.org/class/yago/WikicatAthleticShoeBrands,http://dbpedia.org/resource/Chuck_Taylor_All-Stars,Converse All-Star,122,32,0.9999999999926104,0.0,2,40,== Personal life == | === Tattoos ===
