types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Electric_guitar,Guitar,19001,0,0.903880237631906,0.0861956201768742,2,10,== Biography == | === 1970s ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Electric_guitar,Guitar,19001,0,0.903880237631906,0.0861956201768742,2,10,== Biography == | === 1970s ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Electric_guitar,Guitar,19001,0,0.903880237631906,0.0861956201768742,2,10,== Biography == | === 1970s ===
