types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bald_eagle,bald eagle,2185,37,1.0,0.0,0,69,== Personal life == | === Philanthropy ===
http://dbpedia.org/ontology/Bird,http://dbpedia.org/resource/Bald_eagle,bald eagle,2185,37,1.0,0.0,0,69,== Personal life == | === Philanthropy ===
http://umbel.org/umbel/rc/Animal,http://dbpedia.org/resource/Bald_eagle,bald eagle,2185,37,1.0,0.0,0,69,== Personal life == | === Philanthropy ===
http://umbel.org/umbel/rc/BiologicalLivingObject,http://dbpedia.org/resource/Bald_eagle,bald eagle,2185,37,1.0,0.0,0,69,== Personal life == | === Philanthropy ===
http://umbel.org/umbel/rc/Bird,http://dbpedia.org/resource/Bald_eagle,bald eagle,2185,37,1.0,0.0,0,69,== Personal life == | === Philanthropy ===
http://umbel.org/umbel/rc/EukaryoticCell,http://dbpedia.org/resource/Bald_eagle,bald eagle,2185,37,1.0,0.0,0,69,== Personal life == | === Philanthropy ===
