types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Futurism,Italian Futurists,1631,55,1.0,0.0,7,15,== Biography == | === Dadaist promoter ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Futurism,Italian Futurists,1631,55,1.0,0.0,7,15,== Biography == | === Dadaist promoter ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Futurism,Italian Futurists,1631,55,1.0,0.0,7,15,== Biography == | === Dadaist promoter ===
