types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Amusement_park,Amusement park,4815,0,0.999999999999602,0.0,1,9,== Career == | === Amusement park ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Amusement_park,Amusement park,4815,0,0.999999999999602,0.0,1,9,== Career == | === Amusement park ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Amusement_park,Amusement park,4815,0,0.999999999999602,0.0,1,9,== Career == | === Amusement park ===
