types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/USSR_Chess_Championship,USSR Chess Championships,406,16,1.0,0.0,0,9,== Chess career == | === Soviet championships ===
http://dbpedia.org/class/yago/WikicatChessNationalChampionships,http://dbpedia.org/resource/USSR_Chess_Championship,USSR Chess Championships,406,16,1.0,0.0,0,9,== Chess career == | === Soviet championships ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/USSR_Chess_Championship,USSR Chess Championships,406,16,1.0,0.0,0,9,== Chess career == | === Soviet championships ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/USSR_Chess_Championship,USSR Chess Championships,406,16,1.0,0.0,0,9,== Chess career == | === Soviet championships ===
http://dbpedia.org/class/yago/Championship107457834,http://dbpedia.org/resource/USSR_Chess_Championship,USSR Chess Championships,406,16,1.0,0.0,0,9,== Chess career == | === Soviet championships ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/USSR_Chess_Championship,USSR Chess Championships,406,16,1.0,0.0,0,9,== Chess career == | === Soviet championships ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/USSR_Chess_Championship,USSR Chess Championships,406,16,1.0,0.0,0,9,== Chess career == | === Soviet championships ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/USSR_Chess_Championship,USSR Chess Championships,406,16,1.0,0.0,0,9,== Chess career == | === Soviet championships ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/USSR_Chess_Championship,USSR Chess Championships,406,16,1.0,0.0,0,9,== Chess career == | === Soviet championships ===
http://dbpedia.org/class/yago/WikicatSportsCompetitionsInTheSovietUnion,http://dbpedia.org/resource/USSR_Chess_Championship,USSR Chess Championships,406,16,1.0,0.0,0,9,== Chess career == | === Soviet championships ===
