types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Scuba_diving,Diving,2681,1,0.6374522264392471,0.4731316979083694,0,28,== Recordings == | === Songs ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Scuba_diving,Diving,2681,1,0.6374522264392471,0.4731316979083694,0,28,== Recordings == | === Songs ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Scuba_diving,Diving,2681,1,0.6374522264392471,0.4731316979083694,0,28,== Recordings == | === Songs ===
